model;cat;index;diff
FRA;10;10;1,69487962414201
FRA;10;11;2,04961528005917
FRA;10;12;3,12893054088757
FRA;10;13;2,87522751118343
FRA;10;14;3,08789889177515
FRA;10;15;3,10129231047337
FRA;10;16;2,79930594745562
FRA;10;17;2,35536871473373
FRA;10;18;3,19161545786982
FRA;10;19;3,07132363704142
FRA;10;20;3,13519181591716
FRA;10;21;3,1175726387574
FRA;10;22;2,87997686751479
FRA;10;23;1,74452379177515
FRA;10;24;2,5906227612426
FRA;10;25;2,39041586071006
FRA;10;26;2,06992872106509
FRA;10;27;1,67806469810651
FRA;10;28;1,95872667650888
FRA;10;29;1,79955845698225
FRA;10;30;2,26218386852071
FRA;10;31;3,27507337633136
FRA;10;32;1,99852215662722
FRA;10;33;1,76148551331361
FRA;10;34;1,69508865680473
FRA;10;35;1,95430631118343
FRA;10;36;1,74647649715976
FRA;10;37;1,69084408426036
FRA;11;1;2,91902131106509
FRA;11;2;2,61816667656805
FRA;11;3;2,74151845792899
FRA;11;4;2,86129024568047
FRA;11;5;3,26049910698225
FRA;11;6;2,58203431313609
FRA;11;7;2,7389815112426
FRA;11;8;2,61721358639053
FRA;11;9;2,91612899721893
FRA;11;10;2,04961528005917
FRA;11;11;1,43542982911243
FRA;11;12;2,90722156544379
FRA;11;13;2,73070529106509
FRA;11;14;2,91964182295858
FRA;11;15;2,93466642236686
FRA;11;16;2,59461721272189
FRA;11;17;2,15070320195266
FRA;11;18;3,1068385947929
FRA;11;19;2,87782736899408
FRA;11;20;3,03509037721894
FRA;11;21;2,95032402792899
FRA;11;22;2,70504519745562
FRA;11;23;1,56614678769231
FRA;11;24;2,38554539142012
FRA;11;25;2,19795142390533
FRA;11;26;1,80311071325444
FRA;11;27;1,49722025798817
FRA;11;28;1,76672963017752
FRA;11;29;1,60628532218935
FRA;11;30;2,11624244455621
FRA;11;31;3,18128228360947
FRA;11;32;1,86932513408284
FRA;11;33;1,51729815343195
FRA;11;34;1,50735022715976
FRA;11;35;1,65614038905325
FRA;11;36;1,53566188881657
FRA;11;37;1,44915834591716
FRA;12;1;3,71351862698225
FRA;12;2;3,45471767982249
FRA;12;3;3,53720729934911
FRA;12;4;3,58274906059172
FRA;12;5;3,9518095747929
FRA;12;6;3,47895386698225
FRA;12;7;3,50446828011834
FRA;12;8;3,39592462266272
FRA;12;9;3,71630265106509
FRA;12;10;3,12893054088757
FRA;12;11;2,90722156544379
FRA;12;12;3,14588779112426
FRA;12;13;3,50298141591716
FRA;12;14;3,67093562289941
FRA;12;15;3,68395159834319
FRA;12;16;3,43446685804734
FRA;12;17;3,22839578751479
FRA;12;18;3,7229059335503
FRA;12;19;3,65785313408284
FRA;12;20;3,73412833366864
FRA;12;21;3,68131869313609
FRA;12;22;3,51294498201183
FRA;12;23;2,80113515893491
FRA;12;24;3,30667935408284
FRA;12;25;3,21447071928994
FRA;12;26;2,95157110242604
FRA;12;27;2,75042710964497
FRA;12;28;2,90208889431953
FRA;12;29;2,81315714017752
FRA;12;30;3,20548728988166
FRA;12;31;3,88837342414201
FRA;12;32;2,99137891988166
FRA;12;33;2,75692692710059
FRA;12;34;2,79251340727811
FRA;12;35;2,8567711712426
FRA;12;36;2,82169787402367
FRA;12;37;2,75885938171598
FRA;13;1;3,54669175680473
FRA;13;2;3,27685886615385
FRA;13;3;3,4040393083432
FRA;13;4;3,47662480248521
FRA;13;5;3,83683027745562
FRA;13;6;3,35916513266272
FRA;13;7;3,36633837881657
FRA;13;8;3,2286816683432
FRA;13;9;3,54789811739645
FRA;13;10;2,87522751118343
FRA;13;11;2,73070529106509
FRA;13;12;3,50298141591716
FRA;13;13;2,86654781337278
FRA;13;14;3,55506843147929
FRA;13;15;3,59506927739645
FRA;13;16;3,34097171331361
FRA;13;17;2,95929002573965
FRA;13;18;3,64080439816568
FRA;13;19;3,51681571946746
FRA;13;20;3,61640644112426
FRA;13;21;3,54896168650888
FRA;13;22;3,35725832715976
FRA;13;23;2,56430852597633
FRA;13;24;3,16040588721893
FRA;13;25;3,01533802497041
FRA;13;26;2,73582602491124
FRA;13;27;2,55560741402367
FRA;13;28;2,73216639153846
FRA;13;29;2,61702464289941
FRA;13;30;2,99193747449704
FRA;13;31;3,73897976248521
FRA;13;32;2,77472531461538
FRA;13;33;2,58900921136095
FRA;13;34;2,58175671928994
FRA;13;35;2,60909042301775
FRA;13;36;2,58594510911243
FRA;13;37;2,52055021473373
FRA;14;1;3,7387194616568
FRA;14;2;3,49964831721893
FRA;14;3;3,5756634139645
FRA;14;4;3,64553015887574
FRA;14;5;3,95301073952663
FRA;14;6;3,51010659130178
FRA;14;7;3,56871024905325
FRA;14;8;3,50231048207101
FRA;14;9;3,75346509769231
FRA;14;10;3,08789889177515
FRA;14;11;2,91964182295858
FRA;14;12;3,67093562289941
FRA;14;13;3,55506843147929
FRA;14;14;3,16214519881657
FRA;14;15;3,76274272295858
FRA;14;16;3,4759313156213
FRA;14;17;3,21948725615385
FRA;14;18;3,73877240757396
FRA;14;19;3,66375284349112
FRA;14;20;3,73668040615385
FRA;14;21;3,70665727573964
FRA;14;22;3,54197235171598
FRA;14;23;2,84931518195266
FRA;14;24;3,4003328508284
FRA;14;25;3,27429498591716
FRA;14;26;3,01178285680473
FRA;14;27;2,8074779312426
FRA;14;28;3,02369253627219
FRA;14;29;2,86062102467456
FRA;14;30;3,1640274939645
FRA;14;31;3,85393182337278
FRA;14;32;3,02290367840237
FRA;14;33;2,81567459201184
FRA;14;34;2,83564286449704
FRA;14;35;2,96367384621302
FRA;14;36;2,87517059633136
FRA;14;37;2,80721447502959
FRA;15;1;3,57203039609467
FRA;15;2;3,45643840207101
FRA;15;3;3,58032795284024
FRA;15;4;3,58754197130178
FRA;15;5;3,80064943680473
FRA;15;6;3,50695139029586
FRA;15;7;3,56265221360947
FRA;15;8;3,41521186508876
FRA;15;9;3,56824032532544
FRA;15;10;3,10129231047337
FRA;15;11;2,93466642236686
FRA;15;12;3,68395159834319
FRA;15;13;3,59506927739645
FRA;15;14;3,76274272295858
FRA;15;15;3,09413710426035
FRA;15;16;3,46404493094675
FRA;15;17;3,1986779143787
FRA;15;18;3,75601122573965
FRA;15;19;3,64612987704142
FRA;15;20;3,79424058863905
FRA;15;21;3,6813830239645
FRA;15;22;3,52339083094675
FRA;15;23;2,75908293692308
FRA;15;24;3,30914933698225
FRA;15;25;3,17462042431953
FRA;15;26;2,97733283751479
FRA;15;27;2,68812380579882
FRA;15;28;2,87918546597633
FRA;15;29;2,77539079272189
FRA;15;30;3,04485810201183
FRA;15;31;3,7434201104142
FRA;15;32;2,94960009781065
FRA;15;33;2,77075623639053
FRA;15;34;2,79237598408284
FRA;15;35;2,85206628698225
FRA;15;36;2,74557851745562
FRA;15;37;2,69992542502959
FRA;16;1;3,47920108142012
FRA;16;2;3,18098614792899
FRA;16;3;3,27677113349112
FRA;16;4;3,3584596995858
FRA;16;5;3,7708751535503
FRA;16;6;3,19399554337278
FRA;16;7;3,26949861023669
FRA;16;8;3,13462020366864
FRA;16;9;3,50073869485207
FRA;16;10;2,79930594745562
FRA;16;11;2,59461721272189
FRA;16;12;3,43446685804734
FRA;16;13;3,34097171331361
FRA;16;14;3,4759313156213
FRA;16;15;3,46404493094675
FRA;16;16;2,79143072568047
FRA;16;17;2,97174759639053
FRA;16;18;3,5440089804142
FRA;16;19;3,43292450887574
FRA;16;20;3,52088117301775
FRA;16;21;3,50000628431953
FRA;16;22;3,24457590112426
FRA;16;23;2,42077101964497
FRA;16;24;3,03847685248521
FRA;16;25;2,93466117071006
FRA;16;26;2,6265195904142
FRA;16;27;2,42245332183432
FRA;16;28;2,63074269982249
FRA;16;29;2,46328004609467
FRA;16;30;2,87657448497041
FRA;16;31;3,67017118011834
FRA;16;32;2,66691280757396
FRA;16;33;2,41693615325444
FRA;16;34;2,4593597991716
FRA;16;35;2,54460517112426
FRA;16;36;2,48665860047337
FRA;16;37;2,39090018857988
FRA;17;1;3,15862364017751
FRA;17;2;2,94894872591716
FRA;17;3;3,06957372816568
FRA;17;4;3,15284711313609
FRA;17;5;3,49253975970414
FRA;17;6;2,94168496408284
FRA;17;7;3,06933248792899
FRA;17;8;2,85491887177515
FRA;17;9;3,18110346248521
FRA;17;10;2,35536871473373
FRA;17;11;2,15070320195266
FRA;17;12;3,22839578751479
FRA;17;13;2,95929002573965
FRA;17;14;3,21948725615385
FRA;17;15;3,1986779143787
FRA;17;16;2,97174759639053
FRA;17;17;2,02723026662722
FRA;17;18;3,35765213715976
FRA;17;19;3,15461777810651
FRA;17;20;3,2976125268639
FRA;17;21;3,15134991822485
FRA;17;22;3,00360173704142
FRA;17;23;1,98083363147929
FRA;17;24;2,7728944983432
FRA;17;25;2,45574540384615
FRA;17;26;2,24756606455621
FRA;17;27;1,96419655213018
FRA;17;28;2,23512538656805
FRA;17;29;2,00588312508876
FRA;17;30;2,41724018757396
FRA;17;31;3,4278096860355
FRA;17;32;2,28634601893491
FRA;17;33;2,0025844156213
FRA;17;34;1,97962806307692
FRA;17;35;2,11156604698225
FRA;17;36;1,94756162674556
FRA;17;37;1,94558782573965
FRA;18;1;3,7819384747929
FRA;18;2;3,54491202408284
FRA;18;3;3,63379392449704
FRA;18;4;3,64306346378698
FRA;18;5;4,01028091372781
FRA;18;6;3,56339806059172
FRA;18;7;3,66094299420118
FRA;18;8;3,53347104307692
FRA;18;9;3,78027350319527
FRA;18;10;3,19161545786982
FRA;18;11;3,1068385947929
FRA;18;12;3,7229059335503
FRA;18;13;3,64080439816568
FRA;18;14;3,73877240757396
FRA;18;15;3,75601122573965
FRA;18;16;3,5440089804142
FRA;18;17;3,35765213715976
FRA;18;18;3,38977532497041
FRA;18;19;3,77006693656805
FRA;18;20;3,7526246487574
FRA;18;21;3,77491307881657
FRA;18;22;3,60130133136095
FRA;18;23;2,92328183349112
FRA;18;24;3,41402222349112
FRA;18;25;3,35185277017751
FRA;18;26;3,06530880757396
FRA;18;27;2,90508147349112
FRA;18;28;3,05783132183432
FRA;18;29;3,01224839112426
FRA;18;30;3,29920450426036
FRA;18;31;3,96439767556213
FRA;18;32;3,09806060177515
FRA;18;33;2,87900469011834
FRA;18;34;2,96812270514793
FRA;18;35;3,05252835248521
FRA;18;36;2,96013081627219
FRA;18;37;2,89624988674556
FRA;19;1;3,63708838325444
FRA;19;2;3,45108131928994
FRA;19;3;3,51927765816568
FRA;19;4;3,60011529248521
FRA;19;5;3,94738392899408
FRA;19;6;3,39846707857988
FRA;19;7;3,58766819733728
FRA;19;8;3,46337361982248
FRA;19;9;3,6964552312426
FRA;19;10;3,07132363704142
FRA;19;11;2,87782736899408
FRA;19;12;3,65785313408284
FRA;19;13;3,51681571946746
FRA;19;14;3,66375284349112
FRA;19;15;3,64612987704142
FRA;19;16;3,43292450887574
FRA;19;17;3,15461777810651
FRA;19;18;3,77006693656805
FRA;19;19;3,10404178023669
FRA;19;20;3,75555072047337
FRA;19;21;3,68347738307692
FRA;19;22;3,50128598905325
FRA;19;23;2,80971680467456
FRA;19;24;3,38082590964497
FRA;19;25;3,24192157804734
FRA;19;26;3,04686414
FRA;19;27;2,79325637337278
FRA;19;28;2,93995091656805
FRA;19;29;2,81850848710059
FRA;19;30;3,20954140538462
FRA;19;31;3,81576213852071
FRA;19;32;2,98503243242604
FRA;19;33;2,81143732159763
FRA;19;34;2,79987011301775
FRA;19;35;2,91127557508876
FRA;19;36;2,85663607218935
FRA;19;37;2,77866616668639
FRA;20;1;3,80337804633136
FRA;20;2;3,61156951017751
FRA;20;3;3,59768604946746
FRA;20;4;3,64758475142012
FRA;20;5;4,03994910384615
FRA;20;6;3,57915343715976
FRA;20;7;3,62126577502959
FRA;20;8;3,46164822970414
FRA;20;9;3,77368020171598
FRA;20;10;3,13519181591716
FRA;20;11;3,03509037721894
FRA;20;12;3,73412833366864
FRA;20;13;3,61640644112426
FRA;20;14;3,73668040615385
FRA;20;15;3,79424058863905
FRA;20;16;3,52088117301775
FRA;20;17;3,29761252686391
FRA;20;18;3,7526246487574
FRA;20;19;3,75555072047337
FRA;20;20;3,27049634627219
FRA;20;21;3,76349738071006
FRA;20;22;3,58909036337278
FRA;20;23;2,86582601751479
FRA;20;24;3,34556308366864
FRA;20;25;3,31487067526627
FRA;20;26;3,05175113218935
FRA;20;27;2,87791406715976
FRA;20;28;2,9740882347929
FRA;20;29;2,93881685236686
FRA;20;30;3,22202983390532
FRA;20;31;3,9804244052071
FRA;20;32;3,05225118769231
FRA;20;33;2,87391152366864
FRA;20;34;2,8954817083432
FRA;20;35;3,00786058698225
FRA;20;36;2,87132851568047
FRA;20;37;2,85777490431953
FRA;21;1;3,5942838952071
FRA;21;2;3,51678029538462
FRA;21;3;3,61040423923077
FRA;21;4;3,66780569544379
FRA;21;5;3,93381498994083
FRA;21;6;3,53281294011834
FRA;21;7;3,59217621372781
FRA;21;8;3,42539867189349
FRA;21;9;3,67778808112426
FRA;21;10;3,1175726387574
FRA;21;11;2,95032402792899
FRA;21;12;3,68131869313609
FRA;21;13;3,54896168650888
FRA;21;14;3,70665727573965
FRA;21;15;3,6813830239645
FRA;21;16;3,50000628431953
FRA;21;17;3,15134991822485
FRA;21;18;3,77491307881657
FRA;21;19;3,68347738307692
FRA;21;20;3,76349738071006
FRA;21;21;3,13971826982249
FRA;21;22;3,50544403461538
FRA;21;23;2,80675248485207
FRA;21;24;3,32024070893491
FRA;21;25;3,19238159260355
FRA;21;26;3,01419287686391
FRA;21;27;2,77764873207101
FRA;21;28;2,94652503591716
FRA;21;29;2,86658178313609
FRA;21;30;3,09624235976331
FRA;21;31;3,84954244976331
FRA;21;32;2,99254430183432
FRA;21;33;2,77812593207101
FRA;21;34;2,8322023191716
FRA;21;35;2,8747910447929
FRA;21;36;2,80896351940828
FRA;21;37;2,76362964810651
FRA;22;1;3,50678460952663
FRA;22;2;3,29106232236686
FRA;22;3;3,34583898260355
FRA;22;4;3,44123256159763
FRA;22;5;3,78908289106509
FRA;22;6;3,3116679252071
FRA;22;7;3,33546903455621
FRA;22;8;3,25941445177515
FRA;22;9;3,5005703408284
FRA;22;10;2,87997686751479
FRA;22;11;2,70504519745562
FRA;22;12;3,51294498201184
FRA;22;13;3,35725832715976
FRA;22;14;3,54197235171598
FRA;22;15;3,52339083094675
FRA;22;16;3,24457590112426
FRA;22;17;3,00360173704142
FRA;22;18;3,60130133136095
FRA;22;19;3,50128598905325
FRA;22;20;3,58909036337278
FRA;22;21;3,50544403461538
FRA;22;22;2,79659188899408
FRA;22;23;2,54139097112426
FRA;22;24;3,15714596585799
FRA;22;25;3,02754645017752
FRA;22;26;2,68030297662722
FRA;22;27;2,50129394343195
FRA;22;28;2,70396336331361
FRA;22;29;2,57220835934911
FRA;22;30;2,92464595692308
FRA;22;31;3,73410456804734
FRA;22;32;2,75196037343195
FRA;22;33;2,51193454313609
FRA;22;34;2,50665616431953
FRA;22;35;2,63088205775148
FRA;22;36;2,56598603763314
FRA;22;37;2,50617484236686
FRA;23;1;2,79579016863905
FRA;23;2;2,44025597680473
FRA;23;3;2,62584149189349
FRA;23;4;2,72932817408284
FRA;23;5;3,21342762798817
FRA;23;6;2,4791878739645
FRA;23;7;2,57579719189349
FRA;23;8;2,35385118142012
FRA;23;9;2,79597731775148
FRA;23;10;1,74452379177515
FRA;23;11;1,56614678769231
FRA;23;12;2,80113515893491
FRA;23;13;2,56430852597633
FRA;23;14;2,84931518195266
FRA;23;15;2,75908293692308
FRA;23;16;2,42077101964497
FRA;23;17;1,98083363147929
FRA;23;18;2,92328183349112
FRA;23;19;2,80971680467456
FRA;23;20;2,86582601751479
FRA;23;21;2,80675248485207
FRA;23;22;2,54139097112426
FRA;23;23;1,01182140828402
FRA;23;24;2,18305587130178
FRA;23;25;2,02474548059172
FRA;23;26;1,52024248911243
FRA;23;27;1,12760505431953
FRA;23;28;1,42427043059172
FRA;23;29;1,27175470550296
FRA;23;30;1,81582784816568
FRA;23;31;3,07033601076923
FRA;23;32;1,5554228835503
FRA;23;33;1,17927723526627
FRA;23;34;1,18931289467456
FRA;23;35;1,38392809863905
FRA;23;36;1,20430300550296
FRA;23;37;1,0890283216568
FRA;24;1;3,36402436360947
FRA;24;2;3,1704633156213
FRA;24;3;3,17197166088757
FRA;24;4;3,2050104052071
FRA;24;5;3,60996714585799
FRA;24;6;3,04403433088757
FRA;24;7;3,15638283183432
FRA;24;8;3,01646975621302
FRA;24;9;3,36282580343195
FRA;24;10;2,5906227612426
FRA;24;11;2,38554539142012
FRA;24;12;3,30667935408284
FRA;24;13;3,16040588721894
FRA;24;14;3,4003328508284
FRA;24;15;3,30914933698225
FRA;24;16;3,03847685248521
FRA;24;17;2,7728944983432
FRA;24;18;3,41402222349112
FRA;24;19;3,38082590964497
FRA;24;20;3,34556308366864
FRA;24;21;3,32024070893491
FRA;24;22;3,15714596585799
FRA;24;23;2,18305587130178
FRA;24;24;2,29850328544379
FRA;24;25;2,7158239960355
FRA;24;26;2,39895462378698
FRA;24;27;2,21685687047337
FRA;24;28;2,33238117224852
FRA;24;29;2,28022944136095
FRA;24;30;2,52663412408284
FRA;24;31;3,49117133159763
FRA;24;32;2,45708958260355
FRA;24;33;2,20143800615385
FRA;24;34;2,22609000863905
FRA;24;35;2,34275077171598
FRA;24;36;2,23956312982249
FRA;24;37;2,15446722556213
FRA;25;1;3,12235555242604
FRA;25;2;2,89142622828402
FRA;25;3;3,1567576583432
FRA;25;4;3,17907257011834
FRA;25;5;3,46193479816568
FRA;25;6;3,03583148029586
FRA;25;7;3,08958442526627
FRA;25;8;2,88910387597633
FRA;25;9;3,25236690964497
FRA;25;10;2,39041586071006
FRA;25;11;2,19795142390533
FRA;25;12;3,21447071928994
FRA;25;13;3,01533802497041
FRA;25;14;3,27429498591716
FRA;25;15;3,17462042431953
FRA;25;16;2,93466117071006
FRA;25;17;2,45574540384615
FRA;25;18;3,35185277017751
FRA;25;19;3,24192157804734
FRA;25;20;3,31487067526627
FRA;25;21;3,19238159260355
FRA;25;22;3,02754645017751
FRA;25;23;2,02474548059172
FRA;25;24;2,7158239960355
FRA;25;25;1,96832904106509
FRA;25;26;2,21595529254438
FRA;25;27;1,92354290810651
FRA;25;28;2,12000961372781
FRA;25;29;1,99131874721894
FRA;25;30;2,31007817674556
FRA;25;31;3,43928796751479
FRA;25;32;2,2150217056213
FRA;25;33;1,98166007863905
FRA;25;34;2,01443543863905
FRA;25;35;2,0641735295858
FRA;25;36;1,95421730627219
FRA;25;37;1,88727127609467
FRA;26;1;2,96888457047337
FRA;26;2;2,62783343804734
FRA;26;3;2,82840461337278
FRA;26;4;2,84139966467456
FRA;26;5;3,33597411656805
FRA;26;6;2,67598951159763
FRA;26;7;2,72842144650888
FRA;26;8;2,55212039005917
FRA;26;9;2,94839969952663
FRA;26;10;2,06992872106509
FRA;26;11;1,80311071325444
FRA;26;12;2,95157110242604
FRA;26;13;2,73582602491124
FRA;26;14;3,01178285680473
FRA;26;15;2,97733283751479
FRA;26;16;2,6265195904142
FRA;26;17;2,24756606455621
FRA;26;18;3,06530880757396
FRA;26;19;3,04686414
FRA;26;20;3,05175113218935
FRA;26;21;3,01419287686391
FRA;26;22;2,68030297662722
FRA;26;23;1,52024248911243
FRA;26;24;2,39895462378698
FRA;26;25;2,21595529254438
FRA;26;26;1,39658781313609
FRA;26;27;1,49273952544379
FRA;26;28;1,76487962372781
FRA;26;29;1,59049507301775
FRA;26;30;2,0784901483432
FRA;26;31;3,25762275792899
FRA;26;32;1,9000226252071
FRA;26;33;1,51800019982249
FRA;26;34;1,53632265668639
FRA;26;35;1,67976726100592
FRA;26;36;1,57272408455621
FRA;26;37;1,45627226195266
FRA;27;1;2,7125119591716
FRA;27;2;2,41524164792899
FRA;27;3;2,60889483319527
FRA;27;4;2,66752465378698
FRA;27;5;3,08183652011834
FRA;27;6;2,47359976402367
FRA;27;7;2,54328416136095
FRA;27;8;2,36211285431953
FRA;27;9;2,72101080585799
FRA;27;10;1,67806469810651
FRA;27;11;1,49722025798817
FRA;27;12;2,75042710964497
FRA;27;13;2,55560741402367
FRA;27;14;2,8074779312426
FRA;27;15;2,68812380579882
FRA;27;16;2,42245332183432
FRA;27;17;1,96419655213018
FRA;27;18;2,90508147349112
FRA;27;19;2,79325637337278
FRA;27;20;2,87791406715976
FRA;27;21;2,77764873207101
FRA;27;22;2,50129394343195
FRA;27;23;1,12760505431953
FRA;27;24;2,21685687047337
FRA;27;25;1,92354290810651
FRA;27;26;1,49273952544379
FRA;27;27;,905966566627219
FRA;27;28;1,38284903485207
FRA;27;29;1,21098246751479
FRA;27;30;1,74428241597633
FRA;27;31;2,99179064662722
FRA;27;32;1,47058238071006
FRA;27;33;1,12282612615385
FRA;27;34;1,1335696443787
FRA;27;35;1,30200409775148
FRA;27;36;1,11209544544379
FRA;27;37;1,01164075579882
FRA;28;1;2,93419854597633
FRA;28;2;2,57251562023669
FRA;28;3;2,75434763289941
FRA;28;4;2,87398332769231
FRA;28;5;3,26059052751479
FRA;28;6;2,58253696514793
FRA;28;7;2,75438555508876
FRA;28;8;2,45492007863905
FRA;28;9;2,9053507887574
FRA;28;10;1,95872667650888
FRA;28;11;1,76672963017751
FRA;28;12;2,90208889431953
FRA;28;13;2,73216639153846
FRA;28;14;3,02369253627219
FRA;28;15;2,87918546597633
FRA;28;16;2,63074269982248
FRA;28;17;2,23512538656805
FRA;28;18;3,05783132183432
FRA;28;19;2,93995091656805
FRA;28;20;2,9740882347929
FRA;28;21;2,94652503591716
FRA;28;22;2,70396336331361
FRA;28;23;1,42427043059172
FRA;28;24;2,33238117224852
FRA;28;25;2,12000961372781
FRA;28;26;1,76487962372781
FRA;28;27;1,38284903485207
FRA;28;28;1,31041832804734
FRA;28;29;1,52129969153846
FRA;28;30;1,95952574585799
FRA;28;31;3,19334248207101
FRA;28;32;1,69641462147929
FRA;28;33;1,43029805739645
FRA;28;34;1,44487461585799
FRA;28;35;1,58243828236686
FRA;28;36;1,41939748153846
FRA;28;37;1,30358806940828
FRA;29;1;2,79450002556213
FRA;29;2;2,47895500627219
FRA;29;3;2,6864664052071
FRA;29;4;2,79189321372781
FRA;29;5;3,16468515994083
FRA;29;6;2,54519886775148
FRA;29;7;2,61261319455621
FRA;29;8;2,39251232130177
FRA;29;9;2,84175265502959
FRA;29;10;1,79955845698225
FRA;29;11;1,60628532218935
FRA;29;12;2,81315714017751
FRA;29;13;2,61702464289941
FRA;29;14;2,86062102467456
FRA;29;15;2,77539079272189
FRA;29;16;2,46328004609467
FRA;29;17;2,00588312508876
FRA;29;18;3,01224839112426
FRA;29;19;2,81850848710059
FRA;29;20;2,93881685236686
FRA;29;21;2,8665817831361
FRA;29;22;2,57220835934911
FRA;29;23;1,27175470550296
FRA;29;24;2,28022944136095
FRA;29;25;1,99131874721893
FRA;29;26;1,59049507301775
FRA;29;27;1,21098246751479
FRA;29;28;1,52129969153846
FRA;29;29;1,10481803443787
FRA;29;30;1,8276652287574
FRA;29;31;3,07583775011834
FRA;29;32;1,62027615627219
FRA;29;33;1,32619943236686
FRA;29;34;1,24898602485207
FRA;29;35;1,46962190745562
FRA;29;36;1,26965866550296
FRA;29;37;1,17587287846154
FRA;30;1;3,07154657680473
FRA;30;2;2,8920846756213
FRA;30;3;2,99686041420118
FRA;30;4;3,07757413142012
FRA;30;5;3,38558045804734
FRA;30;6;2,92201735568047
FRA;30;7;2,91074642295858
FRA;30;8;2,7806541564497
FRA;30;9;3,09164920408284
FRA;30;10;2,26218386852071
FRA;30;11;2,11624244455621
FRA;30;12;3,20548728988166
FRA;30;13;2,99193747449704
FRA;30;14;3,1640274939645
FRA;30;15;3,04485810201184
FRA;30;16;2,87657448497041
FRA;30;17;2,41724018757396
FRA;30;18;3,29920450426035
FRA;30;19;3,20954140538462
FRA;30;20;3,22202983390533
FRA;30;21;3,09624235976331
FRA;30;22;2,92464595692308
FRA;30;23;1,81582784816568
FRA;30;24;2,52663412408284
FRA;30;25;2,31007817674556
FRA;30;26;2,0784901483432
FRA;30;27;1,74428241597633
FRA;30;28;1,95952574585799
FRA;30;29;1,8276652287574
FRA;30;30;1,77601448189349
FRA;30;31;3,32202423863905
FRA;30;32;2,04658414266272
FRA;30;33;1,81725935005917
FRA;30;34;1,82016908727811
FRA;30;35;1,92669238556213
FRA;30;36;1,7643774239645
FRA;30;37;1,70626081721893
FRA;31;1;3,75642738905325
FRA;31;2;3,66670125828402
FRA;31;3;3,76945605130178
FRA;31;4;3,84655130005917
FRA;31;5;3,87784438029586
FRA;31;6;3,66544182171598
FRA;31;7;3,75801810461539
FRA;31;8;3,69117476242604
FRA;31;9;3,81525826272189
FRA;31;10;3,27507337633136
FRA;31;11;3,18128228360947
FRA;31;12;3,88837342414201
FRA;31;13;3,73897976248521
FRA;31;14;3,85393182337278
FRA;31;15;3,7434201104142
FRA;31;16;3,67017118011834
FRA;31;17;3,4278096860355
FRA;31;18;3,96439767556213
FRA;31;19;3,81576213852071
FRA;31;20;3,9804244052071
FRA;31;21;3,84954244976331
FRA;31;22;3,73410456804734
FRA;31;23;3,07033601076923
FRA;31;24;3,49117133159763
FRA;31;25;3,43928796751479
FRA;31;26;3,25762275792899
FRA;31;27;2,99179064662722
FRA;31;28;3,19334248207101
FRA;31;29;3,07583775011834
FRA;31;30;3,32202423863905
FRA;31;31;3,42217176402367
FRA;31;32;3,21515381639053
FRA;31;33;3,04113843502959
FRA;31;34;3,0386469435503
FRA;31;35;3,15959855278107
FRA;31;36;3,06391258514793
FRA;31;37;2,99678997171598
FRA;32;1;2,92894565017751
FRA;32;2;2,63248734313609
FRA;32;3;2,81612630319527
FRA;32;4;2,87380150674556
FRA;32;5;3,31145273934911
FRA;32;6;2,7339621335503
FRA;32;7;2,79961202940828
FRA;32;8;2,5794601860355
FRA;32;9;2,96212124023669
FRA;32;10;1,99852215662722
FRA;32;11;1,86932513408284
FRA;32;12;2,99137891988166
FRA;32;13;2,77472531461538
FRA;32;14;3,02290367840237
FRA;32;15;2,94960009781065
FRA;32;16;2,66691280757396
FRA;32;17;2,28634601893491
FRA;32;18;3,09806060177515
FRA;32;19;2,98503243242604
FRA;32;20;3,05225118769231
FRA;32;21;2,99254430183432
FRA;32;22;2,75196037343195
FRA;32;23;1,5554228835503
FRA;32;24;2,45708958260355
FRA;32;25;2,2150217056213
FRA;32;26;1,9000226252071
FRA;32;27;1,47058238071006
FRA;32;28;1,69641462147929
FRA;32;29;1,62027615627219
FRA;32;30;2,04658414266272
FRA;32;31;3,21515381639053
FRA;32;32;1,43740250923077
FRA;32;33;1,52734529011834
FRA;32;34;1,5350524483432
FRA;32;35;1,67304687236686
FRA;32;36;1,52918621710059
FRA;32;37;1,43999201284024
FRA;33;1;2,79727901207101
FRA;33;2;2,3902991408284
FRA;33;3;2,59660733721894
FRA;33;4;2,72349463911243
FRA;33;5;3,17713410153846
FRA;33;6;2,4748519660355
FRA;33;7;2,6091106891716
FRA;33;8;2,40927972544379
FRA;33;9;2,81197878781065
FRA;33;10;1,76148551331361
FRA;33;11;1,51729815343195
FRA;33;12;2,75692692710059
FRA;33;13;2,58900921136095
FRA;33;14;2,81567459201183
FRA;33;15;2,77075623639053
FRA;33;16;2,41693615325444
FRA;33;17;2,0025844156213
FRA;33;18;2,87900469011834
FRA;33;19;2,81143732159763
FRA;33;20;2,87391152366864
FRA;33;21;2,77812593207101
FRA;33;22;2,51193454313609
FRA;33;23;1,17927723526627
FRA;33;24;2,20143800615385
FRA;33;25;1,98166007863905
FRA;33;26;1,51800019982249
FRA;33;27;1,12282612615385
FRA;33;28;1,43029805739645
FRA;33;29;1,32619943236686
FRA;33;30;1,81725935005917
FRA;33;31;3,04113843502959
FRA;33;32;1,52734529011834
